Rentrée scolaire;Académie;Code du département;Département;UAI;Nom de l'établissment;Code INSEE de la commune;Nom de la commune;Secteur;Type de lycée;Effectifs voie GT;Effectifs voie PRO;Effectifs Ensemble GT-PRO;IPS voie GT;IPS voie PRO;IPS Ensemble GT-PRO;Ecart-type de l'IPS voie GT;Ecart-type de l'IPS voie PRO
2022-2023;AMIENS;080;SOMME;0801194N;LYCEE PROFESSIONNEL MONTAIGNE LYCEE DES METIERS DES MOBILITES ET DES ENERGIES NOUVELLES;80021;AMIENS;public;LP;;292.0;292.0;;82.2;82.2;;24.7
2022-2023;AMIENS;080;SOMME;0801206B;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT PIERRE;80001;ABBEVILLE;privé sous contrat;LEGT;272.0;;272.0;119.8;;119.8;27.3;
2022-2023;AMIENS;080;SOMME;0801479Y;LYCEE D ENSEIGNEMENT GENERAL ET TECHNOLOGIQUE PRIVE SAINT REMI;80021;AMIENS;privé sous contrat;LEGT;365.0;;365.0;108.6;;108.6;27.7;
2022-2023;AMIENS;080;SOMME;0801704T;LYCEE PROFESSIONNEL ALFRED MANESSIER;80318;FLIXECOURT;public;LP;;176.0;176.0;;73.7;73.7;;17.3
2022-2023;AMIENS;080;SOMME;0801853E;LYCEE POLYVALENT JEAN RACINE LYCEE DES METIERS;80561;MONTDIDIER;public;LPO;731.0;297.0;1028.0;96.6;80.7;92.0;28.9;23.3
2022-2023;AMIENS;080;SOMME;0801864S;LYCEE POLYVALENT DU VIMEU LYCEE DES METIERS DE L INDUSTRIE ET DU TERTIAIRE;80368;FRIVILLE ESCARBOTIN;public;LPO;605.0;380.0;985.0;93.9;76.3;87.1;29.7;20.1
2022-2023;AMIENS;080;SOMME;0801874C;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT RIQUIER;80021;AMIENS;privé sous contrat;LEGT;399.0;;399.0;122.7;;122.7;25.7;
2022-2023;AMIENS;080;SOMME;0801950K;LYCEE PROFESSIONNEL PRIVE SAINT REMI;80021;AMIENS;privé sous contrat;LP;;346.0;346.0;;98.0;98.0;;24.6
2022-2023;AMIENS;080;SOMME;0801951L;LYCEE PROFESSIONNEL PRIVE SACRE COEUR;80620;PERONNE;privé sous contrat;LP;;31.0;31.0;;86.7;86.7;;26.1
2022-2023;TOULOUSE;081;TARN;0810018E;LYCEE PROFESSIONNEL ANNE VEAUTE LYCEE DES METIERS DU PARAMEDICAL ET DU TERTIAIRE;81065;CASTRES;public;LPO;7.0;383.0;390.0;97.9;90.3;90.4;39.3;27.2
2022-2023;TOULOUSE;081;TARN;0810071M;LYCEE GENERAL PRIVE BARRAL;81065;CASTRES;privé sous contrat;LEGT;363.0;;363.0;123.0;;123.0;26.7;
2022-2023;TOULOUSE;081;TARN;0810075S;LYCEE GENERAL PRIVE SAINT JOSEPH DE L APPARITION;81099;GAILLAC;privé sous contrat;LEGT;136.0;;136.0;121.8;;121.8;27.7;
2022-2023;TOULOUSE;082;TARN-ET-GARONNE;0820044C;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE PIERRE MARIE THEAS;82121;MONTAUBAN;privé sous contrat;LEGT;763.0;;763.0;124.0;;124.0;29.1;
2022-2023;TOULOUSE;082;TARN-ET-GARONNE;0820551D;LYCEE PROFESSIONNEL PRIVE SAINT LUBIN;82037;CAUSSADE;privé sous contrat;LP;;28.0;28.0;;107.6;107.6;;28.7
2022-2023;NICE;083;VAR;0831354W;LYCEE PROFESSIONNEL LA COUDOULIERE;83129;SIX FOURS LES PLAGES;public;LP;;732.0;732.0;;92.0;92.0;;26.6
2022-2023;NICE;083;VAR;0831453D;LYCEE POLYVALENT REGIONAL ANNE SOPHIE PIC LYCEE DES METIERS DE L HOTELLERIE ET DU TOURISME;83137;TOULON;public;LPO;87.0;325.0;412.0;111.8;97.4;100.4;33.2;27.8
2022-2023;NICE;083;VAR;0831551K;LYCEE GENERAL PRIVE STANISLAS;83118;SAINT RAPHAËL;privé sous contrat;LEGT;277.0;;277.0;132.2;;132.2;25.7;
2022-2023;AIX-MARSEILLE;084;VAUCLUSE;0840015K;LYCEE POLYVALENT JEAN HENRI FABRE;84031;CARPENTRAS;public;LPO;776.0;171.0;947.0;109.2;84.5;104.8;34.8;26.2
2022-2023;AIX-MARSEILLE;084;VAUCLUSE;0840017M;LYCEE GENERAL ET TECHNOLOGIQUE ISMAËL DAUPHIN;84035;CAVAILLON;public;LEGT;1079.0;;1079.0;106.8;;106.8;36.6;
2022-2023;AIX-MARSEILLE;084;VAUCLUSE;0840039L;LYCEE PROFESSIONNEL DOMAINE D EGUILLES LYCEE DES METIERS DU BATIMENT DES TRAVAUX PUBLICS ET DE LA MAINTENANCE DES SYSTEMES;84141;VEDENE;public;LP;;568.0;568.0;;90.2;90.2;;26.0
2022-2023;AIX-MARSEILLE;084;VAUCLUSE;0840041N;LYCEE PROFESSIONNEL MARIA CASARES LYCEE DES METIERS DES SERVICES AUX ENTREPRISES DE LA COIFFURE ET DE L ESTHETIQUE;84007;AVIGNON;public;LP;;464.0;464.0;;80.3;80.3;;23.5
2022-2023;AIX-MARSEILLE;084;VAUCLUSE;0840072X;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT JOSEPH;84007;AVIGNON;privé sous contrat;LEGT;994.0;;994.0;119.3;;119.3;28.3;
2022-2023;AIX-MARSEILLE;084;VAUCLUSE;0840078D;LYCEE GENERAL PRIVE MARIE PILA;84031;CARPENTRAS;privé sous contrat;LEGT;568.0;;568.0;121.6;;121.6;29.2;
2022-2023;AIX-MARSEILLE;084;VAUCLUSE;0840113S;LYCEE DES METIERS ALEXANDRE DUMAS;84035;CAVAILLON;public;LP;;551.0;551.0;;78.2;78.2;;22.5
2022-2023;NANTES;085;VENDEE;0850028U;LYCEE PROFESSIONNEL EDOUARD BRANLY;85191;LA ROCHE SUR YON;public;LPO;42.0;542.0;584.0;100.2;88.3;89.2;33.0;25.9
2022-2023;NANTES;085;VENDEE;0850086G;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE ST GABRIEL ST MICHEL;85238;SAINT LAURENT SUR SEVRE;privé sous contrat;LEGT;565.0;;565.0;121.1;;121.1;28.4;
2022-2023;NANTES;085;VENDEE;0851400K;LYCEE POLYVALENT JEAN MONNET;85109;LES HERBIERS;public;LPO;422.0;323.0;745.0;102.1;87.7;95.9;32.4;26.7
2022-2023;NANTES;085;VENDEE;0851643Z;LYCEE PROFESSIONNEL PRIVE SAINT FRANCOIS D ASSISE;85191;LA ROCHE SUR YON;privé sous contrat;LP;;335.0;335.0;;104.2;104.2;;25.9
2022-2023;POITIERS;086;VIENNE;0860010U;LYCEE PROFESSIONNEL LES TERRES ROUGES;86078;CIVRAY;public;LP;;157.0;157.0;;87.0;87.0;;25.8
2022-2023;POITIERS;086;VIENNE;0860021F;LYCEE GENERAL ET TECHNOLOGIQUE GUY CHAUVET;86137;LOUDUN;public;LEGT;440.0;;440.0;103.2;;103.2;30.6;
2022-2023;POITIERS;086;VIENNE;0860029P;LYCEE PROFESSIONNEL RAOUL MORTIER LYCEE DES METIERS DE L ENERGIE ET DES SERVICES AUX ENTREPRISES;86165;MONTMORILLON;public;LP;;195.0;195.0;;86.7;86.7;;21.8
2022-2023;POITIERS;086;VIENNE;0860038Z;LYCEE GENERAL ET TECHNOLOGIQUE ALIENOR D AQUITAINE;86194;POITIERS;public;LEGT;917.0;;917.0;105.4;;105.4;34.6;
2022-2023;LIMOGES;087;HAUTE-VIENNE;0870019Y;LYCEE POLYVALENT SUZANNE VALADON;87085;LIMOGES;public;LPO;827.0;155.0;982.0;95.2;86.9;93.9;31.4;24.9
2022-2023;LIMOGES;087;HAUTE-VIENNE;0870045B;LYCEE GENERAL BERNARD PALISSY;87161;SAINT LEONARD DE NOBLAT;public;LEGT;313.0;;313.0;116.3;;116.3;34.2;
2022-2023;LIMOGES;087;HAUTE-VIENNE;0870051H;LYCEE PROFESSIONNEL JEAN BAPTISTE DARNET;87187;SAINT YRIEIX LA PERCHE;public;LP;;68.0;68.0;;85.3;85.3;;28.3
2022-2023;LIMOGES;087;HAUTE-VIENNE;0870118F;LYCEE GENERAL ET TECHNOLOGIQUE RAOUL DAUTRY;87085;LIMOGES;public;LEGT;818.0;;818.0;107.3;;107.3;31.1;
2022-2023;LIMOGES;087;HAUTE-VIENNE;0870119G;LYCEE PROFESSIONNEL RAOUL DAUTRY;87085;LIMOGES;public;LP;;140.0;140.0;;89.8;89.8;;25.5
2022-2023;NANCY-METZ;088;VOSGES;0880004B;LYCEE GENERAL ET TECHNOLOGIQUE JEAN LURCAT;88078;BRUYERES;public;LEGT;346.0;;346.0;103.4;;103.4;32.2;
2022-2023;NANCY-METZ;088;VOSGES;0880057J;LYCEE PROFESSIONNEL JACQUES AUGUSTIN;88413;SAINT DIE DES VOSGES;public;LP;;329.0;329.0;;80.5;80.5;;22.8
2022-2023;NANCY-METZ;088;VOSGES;0880101G;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE NOTRE DAME SAINT JOSEPH;88160;EPINAL;privé sous contrat;LEGT;367.0;;367.0;127.3;;127.3;26.8;
2022-2023;NANCY-METZ;088;VOSGES;0880120C;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DE LA PROVIDENCE;88413;SAINT DIE DES VOSGES;privé sous contrat;LP;;88.0;88.0;;106.8;106.8;;26.1
2022-2023;NANCY-METZ;088;VOSGES;0881530K;LYCEE PROFESSIONNEL PRIVE NOTRE DAME SAINT JOSEPH;88160;EPINAL;privé sous contrat;LP;;165.0;165.0;;100.4;100.4;;27.4
2022-2023;DIJON;089;YONNE;0890032B;LYCEE POLYVALENT CHEVALIER D EON;89418;TONNERRE;public;LPO;401.0;69.0;470.0;99.9;85.9;97.8;30.7;23.2
2022-2023;DIJON;089;YONNE;0890064L;LYCEE POLYVALENT PRIVE JEANNE D ARC;89025;AVALLON;privé sous contrat;LPO;43.0;29.0;72.0;107.8;95.7;102.9;27.2;17.1
2022-2023;DIJON;089;YONNE;0891159B;LYCEE PROFESSIONNEL SAINT GERMAIN;89024;AUXERRE;public;LP;;204.0;204.0;;86.1;86.1;;26.0
2022-2023;BESANCON;090;TERRITOIRE DE BELFORT;0900004R;LYCEE GENERAL ET TECHNOLOGIQUE RAOUL FOLLEREAU;90010;BELFORT;public;LEGT;860.0;;860.0;103.9;;103.9;38.0;
2022-2023;VERSAILLES;091;ESSONNE;0910620E;LYCEE POLYVALENT ROBERT DOISNEAU LYCEE DES METIERS DES SERVICES AUX ENTREPRISES ET DE L INDUSTRIE;91174;CORBEIL ESSONNES;public;LPO;1655.0;504.0;2159.0;102.0;84.5;97.9;33.6;26.5
2022-2023;VERSAILLES;091;ESSONNE;0910627M;LYCEE GENERAL ET TECHNOLOGIQUE JEAN BAPTISTE COROT;91589;SAVIGNY SUR ORGE;public;LEGT;2074.0;;2074.0;113.6;;113.6;38.3;
2022-2023;VERSAILLES;091;ESSONNE;0910628N;LYCEE PROFESSIONNEL PAUL BELMONDO;91021;ARPAJON;public;LP;;600.0;600.0;;95.0;95.0;;28.0
2022-2023;VERSAILLES;091;ESSONNE;0910629P;LYCEE PROFESSIONNEL CHATEAU DES COUDRAIES LYCEE DES METIERS DE BOUCHE ET D HOTELLERIE;91225;ETIOLLES;public;LP;;494.0;494.0;;93.9;93.9;;28.2
2022-2023;VERSAILLES;091;ESSONNE;0910630R;LYCEE POLYVALENT ALEXANDRE DENIS LYCEE DES METIERS DE L AERONAUTIQUE DU TRANSPORT ET DE LA LOGISTIQUE;91129;CERNY;public;LPO;429.0;449.0;878.0;123.0;99.6;111.0;31.8;28.9
2022-2023;VERSAILLES;091;ESSONNE;0910676R;LYCEE POLYVALENT CLEMENT ADER;91027;ATHIS MONS;public;LPO;485.0;220.0;705.0;100.5;84.6;95.6;33.0;24.2
2022-2023;VERSAILLES;091;ESSONNE;0910819W;LYCEE PRIVE DU COURS SECONDAIRE D ORSAY;91471;ORSAY;privé sous contrat;LEGT;226.0;;226.0;148.7;;148.7;18.7;
2022-2023;VERSAILLES;091;ESSONNE;0911021R;LYCEE GENERAL ET TECHNOLOGIQUE FRANCOIS JOSEPH TALMA;91114;BRUNOY;public;LEGT;1269.0;;1269.0;116.9;;116.9;36.5;
2022-2023;VERSAILLES;091;ESSONNE;0911254U;LYCEE POLYVALENT CHARLES BAUDELAIRE LYCEE DES METIERS DE LA RELATION CLIENT DE LA BEAUTE DU SOIN ET DES SERVICES A LA PERSONNE;91228;EVRY COURCOURONNES;public;LP;;629.0;629.0;;86.5;86.5;;25.0
2022-2023;VERSAILLES;091;ESSONNE;0911343R;LYCEE PROFESSIONNEL AUGUSTE PERRET;91228;EVRY COURCOURONNES;public;LP;;365.0;365.0;;78.4;78.4;;23.4
2022-2023;VERSAILLES;091;ESSONNE;0911493D;LYCEE PROFESSIONNEL LES FRERES MOREAU;91514;QUINCY SOUS SENART;public;LP;;420.0;420.0;;88.0;88.0;;23.8
2022-2023;VERSAILLES;091;ESSONNE;0911577V;LYCEE GENERAL ET TECHNOLOGIQUE JACQUES PREVERT;91345;LONGJUMEAU;public;LEGT;930.0;;930.0;117.8;;117.8;36.5;
2022-2023;VERSAILLES;091;ESSONNE;0911844K;LYCEE D ENSEIGNEMENT GENERAL PRIVE RUDOLF STEINER;91645;VERRIERES LE BUISSON;privé sous contrat;LEGT;54.0;;54.0;150.9;;150.9;21.5;
2022-2023;VERSAILLES;091;ESSONNE;0912163G;LYCEE POLYVALENT PAUL LANGEVIN LYCEE DES METIERS DE LA GESTION ET DE LA RELATION CLIENT;91549;SAINTE GENEVIEVE DES BOIS;public;LPO;65.0;534.0;599.0;87.0;80.7;81.3;27.9;23.3
2022-2023;VERSAILLES;091;ESSONNE;0912364A;LYCEE POLYVALENT NIKOLA TESLA;91200;DOURDAN;public;LPO;1290.0;508.0;1798.0;120.8;100.6;115.1;33.8;31.0
2022-2023;VERSAILLES;091;ESSONNE;0912384X;LYCEE GENERAL ET TECHNOLOGIQUE JEANNE D ARC;91103;BRETIGNY SUR ORGE;privé sous contrat;LEGT;201.0;;201.0;133.1;;133.1;27.0;
2022-2023;VERSAILLES;092;HAUTS-DE-SEINE;0920142E;LYCEE D ENSEIGNEMENT GENERAL LOUIS PASTEUR;92051;NEUILLY SUR SEINE;public;LEGT;704.0;;704.0;149.3;;149.3;25.2;
2022-2023;VERSAILLES;092;HAUTS-DE-SEINE;0920149M;LYCEE GENERAL ET TECHNOLOGIQUE MICHELET;92075;VANVES;public;LEGT;1226.0;;1226.0;136.6;;136.6;35.7;
2022-2023;VERSAILLES;092;HAUTS-DE-SEINE;0920170K;LYCEE POLYVALENT FLORIAN LYCEE DES METIERS DE LA VENTE ET DE LA BEAUTE;92071;SCEAUX;public;LP;;482.0;482.0;;101.5;101.5;;28.6
2022-2023;VERSAILLES;092;HAUTS-DE-SEINE;0920171L;LYCEE PROFESSIONNEL LOUIS BLERIOT LYCEE DES METIERS DE L ENERGIE;92073;SURESNES;public;LP;;232.0;232.0;;89.2;89.2;;26.0
2022-2023;VERSAILLES;092;HAUTS-DE-SEINE;0920680P;LYCEE PROFESSIONNEL LEONARD DE VINCI;92007;BAGNEUX;public;LP;;285.0;285.0;;94.1;94.1;;26.3
2022-2023;VERSAILLES;092;HAUTS-DE-SEINE;0920906K;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE NOTRE DAME;92014;BOURG LA REINE;privé sous contrat;LEGT;563.0;;563.0;144.2;;144.2;22.1;
2022-2023;VERSAILLES;092;HAUTS-DE-SEINE;0920985W;LYCEE POLYVALENT PRIVE LA TRINITE;92051;NEUILLY SUR SEINE;privé sous contrat;LPO;249.0;38.0;287.0;142.7;118.8;139.5;21.4;32.2
2022-2023;VERSAILLES;092;HAUTS-DE-SEINE;0921230M;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DE LA MICRO TECHNOLOGIE DE L OPTIQUE ET DES SERVICES AUX ENTREPRISES;92044;LEVALLOIS PERRET;public;LPO;1232.0;218.0;1450.0;119.3;93.5;115.4;36.3;28.2
2022-2023;VERSAILLES;092;HAUTS-DE-SEINE;0921555R;LYCEE GENERAL ET TECHNOLOGIQUE JACQUES MONOD;92023;CLAMART;public;LEGT;1336.0;;1336.0;136.0;;136.0;35.3;
2022-2023;VERSAILLES;092;HAUTS-DE-SEINE;0921595J;LYCEE PROFESSIONNEL DANIEL BALAVOINE;92009;BOIS COLOMBES;public;LP;;351.0;351.0;;81.8;81.8;;23.2
2022-2023;VERSAILLES;092;HAUTS-DE-SEINE;0922443F;LYCEE POLYVALENT ETIENNE JULES MAREY LYCEE DES METIERS DE LA PETITE ENFANCE ET DES SOINS A LA PERSONNE;92012;BOULOGNE BILLANCOURT;public;LPO;105.0;440.0;545.0;105.0;95.5;97.3;30.0;27.2
2022-2023;VERSAILLES;092;HAUTS-DE-SEINE;0922867S;LYCEE GENERAL ET TECHNOLOGIQUE ECOLE EUROPEENNE DE PARIS LA DEFENSE;92026;COURBEVOIE;public;LEGT;44.0;;44.0;149.3;;149.3;28.0;
2022-2023;CRETEIL;093;SEINE-SAINT-DENIS;0930117X;LYCEE GENERAL ET TECHNOLOGIQUE LE CORBUSIER;93001;AUBERVILLIERS;public;LEGT;1052.0;;1052.0;79.3;;79.3;25.6;
2022-2023;CRETEIL;093;SEINE-SAINT-DENIS;0930121B;LYCEE ENSEIGNEMENT GENERAL ET TECHNOLOGIQUE JEAN JAURES;93048;MONTREUIL;public;LEGT;1346.0;;1346.0;102.6;;102.6;38.0;
2022-2023;CRETEIL;093;SEINE-SAINT-DENIS;0930127H;LYCEE GENERAL ET TECHNOLOGIQUE CLEMENCEAU;93077;VILLEMOMBLE;public;LEGT;1190.0;;1190.0;107.1;;107.1;35.3;
2022-2023;CRETEIL;093;SEINE-SAINT-DENIS;0930136T;LYCEE POLYVALENT CLAUDE NICOLAS LEDOUX LYCEE DES METIERS DE L ECO CONSTRUCTION ET DE LA DECORATION;93057;LES PAVILLONS SOUS BOIS;public;LPO;154.0;360.0;514.0;88.0;80.4;82.7;27.7;23.7
2022-2023;CRETEIL;093;SEINE-SAINT-DENIS;0930846P;LP VOILLAUME LYC METIERS MANAGEMENT GESTION ADMINISTRATION COMMUNICATION LYC METIERS CONCEPTION REALISATION SYSTEMES INDUSTRIELS;93005;AULNAY SOUS BOIS;public;LP;;337.0;337.0;;80.2;80.2;;24.5
2022-2023;CRETEIL;093;SEINE-SAINT-DENIS;0930936M;LYCEE POLYVALENT PRIVE SAINT BENOIST DE L EUROPE;93006;BAGNOLET;privé sous contrat;LPO;238.0;45.0;283.0;107.4;103.1;106.7;27.3;24.3
2022-2023;CRETEIL;093;SEINE-SAINT-DENIS;0930961P;LYCEE GENERAL PRIVE ESPERANCE;93005;AULNAY SOUS BOIS;privé sous contrat;LEGT;578.0;;578.0;124.0;;124.0;29.2;
2022-2023;CRETEIL;093;SEINE-SAINT-DENIS;0931026K;LYCEE POLYVALENT PRIVE PROTECTORAT SAINT JOSEPH;93005;AULNAY SOUS BOIS;privé sous contrat;LPO;55.0;57.0;112.0;122.3;117.3;119.8;25.4;23.7
2022-2023;CRETEIL;093;SEINE-SAINT-DENIS;0931584S;LYCEE POLYVALENT JEAN ROSTAND;93078;VILLEPINTE;public;LPO;1276.0;66.0;1342.0;89.9;82.3;89.6;27.6;26.1
2022-2023;CRETEIL;093;SEINE-SAINT-DENIS;0931613Y;LYCEE GENERAL ET TECHNOLOGIQUE LOUISE MICHEL;93008;BOBIGNY;public;LEGT;1010.0;;1010.0;79.8;;79.8;24.4;
2022-2023;CRETEIL;093;SEINE-SAINT-DENIS;0931799A;LYCEE GENERAL PRIVE FENELON;93074;VAUJOURS;privé sous contrat;LEGT;544.0;;544.0;123.6;;123.6;27.9;
2022-2023;CRETEIL;093;SEINE-SAINT-DENIS;0932030B;LYCEE POLYVALENT MAURICE UTRILLO;93072;STAINS;public;LPO;863.0;248.0;1111.0;78.2;75.0;77.5;21.9;20.0
2022-2023;CRETEIL;093;SEINE-SAINT-DENIS;0932034F;LYCEE GENERAL ET TECHNOLOGIQUE WOLFGANG AMADEUS MOZART;93007;LE BLANC MESNIL;public;LEGT;1235.0;;1235.0;82.9;;82.9;26.1;
2022-2023;CRETEIL;093;SEINE-SAINT-DENIS;0932074Z;LYCEE POLYVALENT MARCEL CACHIN LYCEE DES METIERS DE LA SANTE ET DU TRAVAIL SOCIAL;93070;SAINT OUEN SUR SEINE;public;LPO;289.0;321.0;610.0;85.5;75.4;80.2;25.6;23.3
2022-2023;CRETEIL;093;SEINE-SAINT-DENIS;0932126F;LYCEE POLYVALENT FRANCOIS RABELAIS LYCEE DES METIERS DE L HOTELLERIE ET DE LA RESTAURATION;93030;DUGNY;public;LPO;60.0;334.0;394.0;92.2;80.2;82.0;31.4;23.1
2022-2023;CRETEIL;093;SEINE-SAINT-DENIS;0932221J;LYCEE POLYVALENT BLAISE PASCAL LYCEE DES METIERS DE LA SANTE ET DE L AIDE A LA PERSONNE;93077;VILLEMOMBLE;public;LPO;81.0;225.0;306.0;93.3;80.2;83.6;27.4;21.9
2022-2023;CRETEIL;093;SEINE-SAINT-DENIS;0932260B;LYCEE POLYVALENT GEORGES BRASSENS LYCEE DES METIERS DU MANAGEMENT DE LA GESTION DE L ADMINISTRATION ET DE LA COMMUNICATION;93078;VILLEPINTE;public;LPO;173.0;505.0;678.0;86.4;77.4;79.7;28.0;21.8
2022-2023;CRETEIL;093;SEINE-SAINT-DENIS;0932577W;LYCEE GERMAINE TILLION;93013;LE BOURGET;public;LEGT;692.0;;692.0;84.9;;84.9;27.0;
2022-2023;CRETEIL;093;SEINE-SAINT-DENIS;0932654E;LYCEE GENERAL PRIVE SAINTE MARIE;93072;STAINS;privé sous contrat;LEGT;168.0;;168.0;105.7;;105.7;27.9;
2022-2023;CRETEIL;094;VAL-DE-MARNE;0940112L;LYCEE POLYVALENT LOUISE MICHEL LYCEE DES METIERS DE LA SANTE;94017;CHAMPIGNY SUR MARNE;public;LPO;649.0;224.0;873.0;100.2;83.0;95.8;34.6;23.6
2022-2023;CRETEIL;094;VAL-DE-MARNE;0940114N;LYCEE POLYVALENT ANTOINE DE SAINT EXUPERY;94028;CRETEIL;public;LPO;757.0;257.0;1014.0;95.6;84.1;92.7;30.1;23.4
2022-2023;CRETEIL;094;VAL-DE-MARNE;0940118T;LPO L ARMAND LYC MET TELECOMMUNICATIONS RESEAUX INFORMATIQUES ELECTRICITE ET APPLICATIONS CONCEPTION MECANIQUE ASSISTEE PAR ORDINATEUR;94052;NOGENT SUR MARNE;public;LPO;364.0;327.0;691.0;117.5;95.4;107.0;38.2;29.5
2022-2023;CRETEIL;094;VAL-DE-MARNE;0940120V;LYCEE GENERAL ET TECHNOLOGIQUE MARCELIN BERTHELOT;94068;SAINT MAUR DES FOSSES;public;LEGT;1082.0;;1082.0;141.1;;141.1;33.6;
2022-2023;CRETEIL;094;VAL-DE-MARNE;0940132H;LYCEE PROFESSIONNEL GABRIEL PERI LYCEE DES METIERS DU SOCIAL ET DE L AIDE A LA PERSONNE;94017;CHAMPIGNY SUR MARNE;public;LP;;396.0;396.0;;79.4;79.4;;22.8
2022-2023;CRETEIL;094;VAL-DE-MARNE;0940137N;LYCEE PROFESSIONNEL DES METIERS LA SOURCE;94052;NOGENT SUR MARNE;public;LPO;12.0;384.0;396.0;131.5;95.3;96.4;44.5;32.0
2022-2023;CRETEIL;094;VAL-DE-MARNE;0940140S;LYCEE PROFESSIONNEL GOURDOU LESEURRE LYCEE DES METIERS DE LA MAINTENANCE DES SYSTEMES INDUSTRIELS;94068;SAINT MAUR DES FOSSES;public;LP;;287.0;287.0;;91.3;91.3;;26.1
2022-2023;CRETEIL;094;VAL-DE-MARNE;0940141T;LYCEE POLYVALENT JACQUES BREL LYCEE DES METIERS DES MOTOCYCLES LYCEE DES METIERS DE L EBENISTERIE;94022;CHOISY LE ROI;public;LP;;337.0;337.0;;86.8;86.8;;25.3
2022-2023;CRETEIL;094;VAL-DE-MARNE;0940585A;LYCEE POLYVALENT FRANCOIS MANSART LYCEE DES METIERS DU BOIS ET DE L HABITAT;94068;SAINT MAUR DES FOSSES;public;LPO;453.0;136.0;589.0;122.0;97.0;116.2;36.1;29.5
2022-2023;CRETEIL;094;VAL-DE-MARNE;0941298A;LYCEE PROFESSIONNEL MICHELET;94033;FONTENAY SOUS BOIS;public;LP;;225.0;225.0;;85.8;85.8;;25.8
2022-2023;CRETEIL;094;VAL-DE-MARNE;0941407U;LYCEE PROFESSIONNEL PRIVE CE 3P;94041;IVRY SUR SEINE;privé sous contrat;LP;;60.0;60.0;;129.9;129.9;;28.9
2022-2023;CRETEIL;094;VAL-DE-MARNE;0941413A;LYCEE POLYVALENT LEON BLUM;94028;CRETEIL;public;LPO;796.0;285.0;1081.0;91.9;81.6;89.2;31.0;21.5
2022-2023;CRETEIL;094;VAL-DE-MARNE;0941711Z;LYCEE GENERAL PRIVE OZAR HATORAH FILLES;94028;CRETEIL;privé sous contrat;LEGT;122.0;;122.0;127.6;;127.6;26.1;
2022-2023;CRETEIL;094;VAL-DE-MARNE;0941943B;LYCEE GENERAL PRIVE OZAR HATORAH GARCONS;94028;CRETEIL;privé sous contrat;LEGT;93.0;;93.0;126.2;;126.2;32.5;
2022-2023;CRETEIL;094;VAL-DE-MARNE;0941952L;LYCEE POLYVALENT FRANCOIS ARAGO;94078;VILLENEUVE SAINT GEORGES;public;LPO;638.0;354.0;992.0;85.3;83.5;84.7;27.0;24.1
2022-2023;VERSAILLES;095;VAL-D'OISE;0950641F;LYCEE POLYVALENT JEAN JAURES;95018;ARGENTEUIL;public;LPO;636.0;395.0;1031.0;92.9;81.1;88.4;32.0;23.1
2022-2023;VERSAILLES;095;VAL-D'OISE;0950645K;LYCEE GENERAL ET TECHNOLOGIQUE VAN GOGH;95219;ERMONT;public;LEGT;1405.0;;1405.0;113.9;;113.9;35.3;
2022-2023;VERSAILLES;095;VAL-D'OISE;0950658Z;LYCEE PROFESSIONNEL CHATEAU D EPLUCHES LYCEE DES METIERS DE L AUTOMOBILE ET DU TRANSPORT;95572;SAINT OUEN L AUMONE;public;LP;;555.0;555.0;;85.5;85.5;;24.4
2022-2023;VERSAILLES;095;VAL-D'OISE;0950666H;LYCEE POLYVALENT GEORGES BRAQUE LYCEE DES METIERS DE L INTELLIGENCE ECONOMIQUE ET DU MANAGEMENT;95018;ARGENTEUIL;public;LPO;1003.0;169.0;1172.0;91.6;81.9;90.2;29.7;25.1
2022-2023;VERSAILLES;095;VAL-D'OISE;0950762M;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT MARTIN DE FRANCE;95500;PONTOISE;privé sous contrat;LEGT;395.0;;395.0;137.8;;137.8;23.6;
2022-2023;VERSAILLES;095;VAL-D'OISE;0950949R;LYCEE PROFESSIONNEL JEAN MERMOZ LYCEE DES METIERS DE L ELECTROTECHNIQUE DES SERVICES COMMERCIAUX ET ADMINISTRATIFS;95430;MONTSOULT;public;LP;;527.0;527.0;;82.5;82.5;;25.0
2022-2023;VERSAILLES;095;VAL-D'OISE;0951221L;LYCEE POLYVALENT PRIVE VAUBAN;95500;PONTOISE;privé sous contrat;LPO;230.0;52.0;282.0;142.9;125.7;139.7;28.9;27.5
2022-2023;VERSAILLES;095;VAL-D'OISE;0951710T;LYCEE POLYVALENT CAMILLE CLAUDEL LYCEE DES METIERS DES ARTS ET DU DESIGN;95637;VAUREAL;public;LPO;1125.0;75.0;1200.0;123.7;105.0;122.5;35.1;31.8
